Localidade,Provincia,Nivel,Tipo,Familia ou rama,Estudo,Centro ou sede,Universidade,Campus,Prazas,Fonte
Ourense,Ourense,Grao,grado,Graos universitarios,Enxeñaría Informática,Universidade de Vigo - Campus de Ourense,Universidade de Vigo,Campus de Ourense,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Ourense,Ourense,Grao,grado,Graos universitarios,PARS en Máster en Enxeñaría Informática vía Grao en Enxeñaría Informática,Universidade de Vigo - Campus de Ourense,Universidade de Vigo,Campus de Ourense,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Ourense,Ourense,Grao,grado,Graos universitarios,Intelixencia Artificial,Universidade de Vigo - Campus de Ourense,Universidade de Vigo,Campus de Ourense,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Ourense,Ourense,Grao,grado,Graos universitarios,Relacións Internacionais,Universidade de Vigo - Campus de Ourense,Universidade de Vigo,Campus de Ourense,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Ourense,Ourense,Grao,grado,Graos universitarios,Traballo Social,Universidade de Vigo - Campus de Ourense,Universidade de Vigo,Campus de Ourense,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Ourense,Ourense,Grao,grado,Graos universitarios,Turismo,Universidade de Vigo - Campus de Ourense,Universidade de Vigo,Campus de Ourense,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Ourense,Ourense,Grao,grado,Graos universitarios,Xeografía e Historia,Universidade de Vigo - Campus de Ourense,Universidade de Vigo,Campus de Ourense,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Ourense,Ourense,Grao,grado,Graos universitarios,Administración e Dirección de Empresas e Dereito,Universidade de Vigo - Campus de Ourense,Universidade de Vigo,Campus de Ourense,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Ourense,Ourense,Grao,grado,Graos universitarios,Administración e Dirección de Empresas e Enxeñaría Informática,Universidade de Vigo - Campus de Ourense,Universidade de Vigo,Campus de Ourense,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Ourense,Ourense,Grao,grado,Graos universitarios,Turismo e Xeografía e Historia,Universidade de Vigo - Campus de Ourense,Universidade de Vigo,Campus de Ourense,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Ourense,Ourense,Grao,grado,Graos universitarios,Enxeñaría Agraria e Ciencias Ambientais,Universidade de Vigo - Campus de Ourense,Universidade de Vigo,Campus de Ourense,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Ourense,Ourense,Grao,grado,Graos universitarios,Enxeñaría Agraria e Ciencia e Tecnoloxía dos Alimentos,Universidade de Vigo - Campus de Ourense,Universidade de Vigo,Campus de Ourense,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Ourense,Ourense,Grao,grado,Graos universitarios,Enxeñaría Informática e Intelixencia Artificial,Universidade de Vigo - Campus de Ourense,Universidade de Vigo,Campus de Ourense,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Pontevedra,Pontevedra,Grao,grado,Graos universitarios,Belas Artes,Universidade de Vigo - Campus de Pontevedra,Universidade de Vigo,Campus de Pontevedra,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Pontevedra,Pontevedra,Grao,grado,Graos universitarios,Ciencias da Actividade Física e do Deporte,Universidade de Vigo - Campus de Pontevedra,Universidade de Vigo,Campus de Pontevedra,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Pontevedra,Pontevedra,Grao,grado,Graos universitarios,Comunicación Audiovisual,Universidade de Vigo - Campus de Pontevedra,Universidade de Vigo,Campus de Pontevedra,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Pontevedra,Pontevedra,Grao,grado,Graos universitarios,Deseño,Universidade de Vigo - Campus de Pontevedra,Universidade de Vigo,Campus de Pontevedra,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Pontevedra,Pontevedra,Grao,grado,Graos universitarios,Dirección e Xestión Pública (modalidade presencial),Universidade de Vigo - Campus de Pontevedra,Universidade de Vigo,Campus de Pontevedra,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Pontevedra,Pontevedra,Grao,grado,Graos universitarios,Dirección e Xestión Pública (modalidade virtual),Universidade de Vigo - Campus de Pontevedra,Universidade de Vigo,Campus de Pontevedra,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Pontevedra,Pontevedra,Grao,grado,Graos universitarios,Educación Infantil,Universidade de Vigo - Campus de Pontevedra,Universidade de Vigo,Campus de Pontevedra,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Pontevedra,Pontevedra,Grao,grado,Graos universitarios,Educación Primaria,Universidade de Vigo - Campus de Pontevedra,Universidade de Vigo,Campus de Pontevedra,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Pontevedra,Pontevedra,Grao,grado,Graos universitarios,Enfermaría (Centro Adscrito),Universidade de Vigo - Campus de Pontevedra,Universidade de Vigo,Campus de Pontevedra,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Pontevedra,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría Forestal,Universidade de Vigo - Campus de Pontevedra,Universidade de Vigo,Campus de Pontevedra,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Pontevedra,Pontevedra,Grao,grado,Graos universitarios,Fisioterapia,Universidade de Vigo - Campus de Pontevedra,Universidade de Vigo,Campus de Pontevedra,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Pontevedra,Pontevedra,Grao,grado,Graos universitarios,Publicidade e Relacións Públicas,Universidade de Vigo - Campus de Pontevedra,Universidade de Vigo,Campus de Pontevedra,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Administración e Dirección de Empresas,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Bioloxía,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Ciencias do Mar,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Comercio,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Dereito,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Economía,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Educación Infantil,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Educación Primaria,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enfermaría - Meixoeiro,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enfermaría - Povisa,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría Biomédica,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,PARS en Máster en Enxeñaría Biomédica vía Grao en Enxeñaría Biomédica,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría da Automoción,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría da Enerxía,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría de Tecnoloxías de Telecomunicación,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría de Tecnoloxías de Telecomunicación (grupo en inglés),Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,PARS en Máster en Enxeñaría de Telecomunicación vía Grao en Enxeñaría de Tecnoloxías de Telecomunicación,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría dos Recursos Mineiros e Enerxéticos,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría Eléctrica,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría Electrónica Industrial e Automática,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría en Organización Industrial,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría en Química Industrial,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría en Tecnoloxías Industriais,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría en Tecnoloxías Industriais (grupo en inglés),Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,PARS en Máster en Enxeñaría Industrial vía Grao en Enxeñaría en Tecnoloxías Industriais,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría Mecánica,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Filoloxía Aplicada en Galego e Español,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Linguas Estranxeiras,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Química,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Relacións Laborais e Recursos Humanos,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Tradución e Interpretación: Español - Inglés,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Tradución e Interpretación: Español - Francés,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Tradución e Interpretación: Galego - Inglés,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Administración e Dirección de Empresas e Dereito,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría Biomédica e Enxeñaría Electrónica Industrial e Automática,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría Biomédica e Enxeñaría Mecánica,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría Mecánica e Enxeñaría Electrónica Industrial e Automática,Universidade de Vigo - Campus de Vigo,Universidade de Vigo,Campus de Vigo,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Marín,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría en Mecánica (Centro Adscrito),Centro Universitario de Defensa na Escola Naval Militar de Marín,Universidade de Vigo,Centro Universitario de Defensa - Marín,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
A Coruña,A Coruña,Grao,grado,Graos universitarios,Administración e Dirección de Empresas / Business Administration,UIE - Campus da Coruña,Universidad Intercontinental de la Empresa (UIE),Campus da Coruña,,https://uie.edu/
A Coruña,A Coruña,Grao,grado,Graos universitarios,Administración de Negocios Dixitais / Digital Business Administration,UIE - Campus da Coruña,Universidad Intercontinental de la Empresa (UIE),Campus da Coruña,,https://uie.edu/
A Coruña,A Coruña,Grao,grado,Graos universitarios,Dereito / Law,UIE - Campus da Coruña,Universidad Intercontinental de la Empresa (UIE),Campus da Coruña,,https://uie.edu/
A Coruña,A Coruña,Grao,grado,Graos universitarios,Psicoloxía / Psychology,UIE - Campus da Coruña,Universidad Intercontinental de la Empresa (UIE),Campus da Coruña,,https://uie.edu/
A Coruña,A Coruña,Grao,grado,Graos universitarios,Enxeñaría da Empresa / Business Engineering,UIE - Campus da Coruña,Universidad Intercontinental de la Empresa (UIE),Campus da Coruña,,https://uie.edu/
A Coruña,A Coruña,Grao,grado,Graos universitarios,Enxeñaría en Sistemas Intelixentes / Intelligent Systems Engineering,UIE - Campus da Coruña,Universidad Intercontinental de la Empresa (UIE),Campus da Coruña,,https://uie.edu/
Vigo,Pontevedra,Grao,grado,Graos universitarios,Administración e Dirección de Empresas / Business Administration,UIE - Campus de Vigo,Universidad Intercontinental de la Empresa (UIE),Campus de Vigo,,https://uie.edu/
Vigo,Pontevedra,Grao,grado,Graos universitarios,Administración de Negocios Dixitais / Digital Business Administration,UIE - Campus de Vigo,Universidad Intercontinental de la Empresa (UIE),Campus de Vigo,,https://uie.edu/
Vigo,Pontevedra,Grao,grado,Graos universitarios,Dereito / Law,UIE - Campus de Vigo,Universidad Intercontinental de la Empresa (UIE),Campus de Vigo,,https://uie.edu/
Vigo,Pontevedra,Grao,grado,Graos universitarios,Psicoloxía / Psychology,UIE - Campus de Vigo,Universidad Intercontinental de la Empresa (UIE),Campus de Vigo,,https://uie.edu/
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría da Empresa / Business Engineering,UIE - Campus de Vigo,Universidad Intercontinental de la Empresa (UIE),Campus de Vigo,,https://uie.edu/
Vigo,Pontevedra,Grao,grado,Graos universitarios,Enxeñaría en Sistemas Intelixentes / Intelligent Systems Engineering,UIE - Campus de Vigo,Universidad Intercontinental de la Empresa (UIE),Campus de Vigo,,https://uie.edu/
Santiago de Compostela,A Coruña,Máster,master,Artes e Humanidades,Máster Universitario de Arqueoloxía e Ciencias da Antigüidade,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Artes e Humanidades,Máster Universitario en Ensino do Español como Lingua Estranxeira ou Segunda Lingua,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Artes e Humanidades,Máster Universitario en Estudos da Literatura e da Cultura,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Artes e Humanidades,Máster Universitario en Estudos Ingleses Avanzados e as súas Aplicacións,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Artes e Humanidades,"Máster Universitario en Estudos Medievais Europeos: Imaxes, Textos e Contextos",USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Artes e Humanidades,Máster Universitario en Filosofía: Coñecemento e Cidadanía,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Artes e Humanidades,Máster Universitario en Historia Contemporánea (3ª ed),USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Artes e Humanidades,Máster Universitario en Historia Moderna: Monarquía de España Séculos XVI-XVIII,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Artes e Humanidades,Máster Universitario en Lingüística Aplicada,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Artes e Humanidades,Máster Universitario en Patrimonio Cultural Dixital,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Lugo,Lugo,Máster,master,Artes e Humanidades,Máster Universitario en Servizos Culturais (4ª edición),USC - Campus de Lugo,Universidade de Santiago de Compostela,Campus de Lugo,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Artes e Humanidades,Máster Universitario en Xestión da Arte e o Patrimonio Cultural,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Artes e Humanidades,Máster Universitario Erasmus Mundus en Lexicografía (2ª ed),USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias,Máster Universitario en Acuicultura,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Lugo,Lugo,Máster,master,Ciencias,Máster Universitario en Biociencias Moleculares [L],USC - Campus de Lugo,Universidade de Santiago de Compostela,Campus de Lugo,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias,Máster Universitario en Biociencias Moleculares [S],USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias,"Máster Universitario en Biodiversidade Terrestre: Caracterización, Conservación e Xestión",USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias,Máster Universitario en Biofabricación,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias,Máster Universitario en Bioloxía Mariña,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias,Máster Universitario en Ciencia e Tecnoloxías de Información Cuántica,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias,"Máster Universitario en Enerxías Renovables, Cambio Climático e Desenvolvemento Sustentable",USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias,Máster Universitario en Física,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Lugo,Lugo,Máster,master,Ciencias,"Máster Universitario en Innovación en Nutrición, Seguridade e Tecnoloxía Alimentarias",USC - Campus de Lugo,Universidade de Santiago de Compostela,Campus de Lugo,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias,Máster Universitario en Investigación Química e Química Industrial,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias,Máster Universitario en Matemáticas,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias,Máster Universitario en Materiais Avanzados / Advanced Materials,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias,Máster Universitario en Química na Fronteira coa Bioloxía e a Ciencia de Materiais,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias,Máster Universitario en Química Orgánica,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias,Máster Universitario en Técnicas Estatísticas,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias da Saúde,"Máster Universitario en Atención Sanitaria, Xestión e Coidados",USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias da Saúde,"Máster Universitario en Condicionantes Xenéticos, Nutricionais e Ambientais do Crecemento e Desenvolvemento NUTRENVIGEN G+D Factors",USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias da Saúde,Máster Universitario en Investigación Biomédica,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias da Saúde,Máster Universitario en Investigación e Desenvolvemento de Medicamentos,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias da Saúde,Máster Universitario en Neurociencia,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias da Saúde,Máster Universitario en Optometría,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias da Saúde,Máster Universitario en Prevención e Abordaxe Multidisciplinar das Drogodependencias e Condutas Aditivas,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias da Saúde,Máster Universitario en Psicoloxía Xeral Sanitaria,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias da Saúde,Máster Universitario en Psicoxerontoloxía,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias da Saúde,Máster Universitario en Saúde Pública,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Lugo,Lugo,Máster,master,Ciencias da Saúde,Máster Universitario en Xenómica e Xenética,USC - Campus de Lugo,Universidade de Santiago de Compostela,Campus de Lugo,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias da Saúde,Máster Universitario en Xerontoloxía (3ª edición),USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
Santiago de Compostela,A Coruña,Máster,master,Ciencias Sociais e Xurídicas,Máster Universitario en Avogacía e Procuradoría,USC - Campus de Santiago de Compostela,Universidade de Santiago de Compostela,Campus de Santiago de Compostela,,https://www.usc.gal/gl/estudos/masteres
