Localidade,Provincia,Nivel,Tipo,Familia ou rama,Estudo,Centro ou sede,Universidade,Campus,Prazas,Fonte
As Neves,Pontevedra,FP,fp,Informática e comunicacións,Informática de oficina,IES Pazo da Mercé,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Nigrán,Pontevedra,FP,fp,Informática e comunicacións,Informática e comunicacións,IES Escolas Proval,,,36,https://www.edu.xunta.gal/fp/oferta-fp
Poio,Pontevedra,FP,fp,Edificación e obra civil,Reforma e mantemento de edificios,CIFP de Cantería de Galicia,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Ponteareas,Pontevedra,FP,fp,Agraria,Agroxardinaría e composicións florais,CIFP A Granxa,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Ponteareas,Pontevedra,FP,fp,Industrias alimentarias,Industrias alimentarias,CIFP A Granxa,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Ponteareas,Pontevedra,FP,fp,Informática e comunicacións,Informática de oficina,IES do Barral,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Ponteareas,Pontevedra,FP,fp,Electricidade e electrónica,Electricidade e electrónica,IES Plurilingüe Pedra da Auga,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Ponteareas,Pontevedra,FP,fp,Administración e xestión,Servizos administrativos,IES Plurilingüe Pedra da Auga,,,18,https://www.edu.xunta.gal/fp/oferta-fp
O Porriño,Pontevedra,FP,fp,Informática e comunicacións,Informática de oficina,IES Pino Manso,,,18,https://www.edu.xunta.gal/fp/oferta-fp
O Porriño,Pontevedra,FP,fp,Electricidade e electrónica,Electricidade e electrónica,IES Ribeira do Louro,,,18,https://www.edu.xunta.gal/fp/oferta-fp
O Porriño,Pontevedra,FP,fp,Imaxe persoal,Peiteado e estética,IES Ribeira do Louro,,,18,https://www.edu.xunta.gal/fp/oferta-fp
O Porriño,Pontevedra,FP,fp,Edificación e obra civil,Reforma e mantemento de edificios,IES Ribeira do Louro,,,18,https://www.edu.xunta.gal/fp/oferta-fp
O Porriño,Pontevedra,FP,fp,Comercio e márketing,Servizos comerciais,IES Ribeira do Louro,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,FP,fp,Electricidade e electrónica,Electricidade e electrónica,IES Pedro Floriani,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,FP,fp,Informática e comunicacións,Informática de oficina,IES Pedro Floriani,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,FP,fp,Transporte e mantemento de vehículos,Mantemento de vehículos,CPR Plurilingüe Vigo,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,FP,fp,Comercio e márketing,Servizos comerciais,CPR Plurilingüe Vigo,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Salvaterra de Miño,Pontevedra,FP,fp,"Téxtil, confección e pel",Arranxos e reparación de artigos téxtiles e de pel,IES de Salvaterra de Miño,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Salvaterra de Miño,Pontevedra,FP,fp,"Madeira, moble e cortiza",Carpintaría e moble,IES de Salvaterra de Miño,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Sanxenxo,Pontevedra,FP,fp,Hostalaría e turismo,Cociña e restauración,IES de Vilalonga,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Sanxenxo,Pontevedra,FP,fp,Transporte e mantemento de vehículos,Mantemento de vehículos,IES de Vilalonga,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Sanxenxo,Pontevedra,FP,fp,Administración e xestión,Servizos administrativos,IES de Vilalonga,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Silleda,Pontevedra,FP,fp,Comercio e márketing,Servizos comerciais,,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Tomiño,Pontevedra,FP,fp,Agraria,Agroxardinaría e composicións florais,IES Antón Alonso Ríos,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Tomiño,Pontevedra,FP,fp,Electricidade e electrónica,Electricidade e electrónica,IES Antón Alonso Ríos,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Tui,Pontevedra,FP,fp,Electricidade e electrónica,Electricidade e electrónica,,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Valga,Pontevedra,FP,fp,Agraria,Agroxardinaría e composicións florais,IES Plurilingüe de Valga,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Valga,Pontevedra,FP,fp,Fabricación mecánica,Fabricación e montaxe,IES Plurilingüe de Valga,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Hostalaría e turismo,Cociña e restauración,CIFP Manuel Antonio,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,"Téxtil, confección e pel",Tapizaría e cortinaxe,CIFP Manuel Antonio,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Transporte e mantemento de vehículos,Mantemento de vehículos,CIFP Valentín Paz Andrade,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Comercio e márketing,Servizos comerciais,IES A Guía,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Informática e comunicacións,Informática de oficina,IES de Teis,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Imaxe persoal,Peiteado e estética,IES de Teis,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Electricidade e electrónica,Electricidade e electrónica,IES Politécnico de Vigo,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Electricidade e electrónica,Electricidade e electrónica,IES Ricardo Mella,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Administración e xestión,Servizos administrativos,IES Ricardo Mella,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Electricidade e electrónica,Electricidade e electrónica,CPR Daniel Castelao,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Administración e xestión,Servizos administrativos,CPR Daniel Castelao,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Informática e comunicacións,Informática de oficina,CPR Divino Maestro,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,"Téxtil, confección e pel",Arranxos e reparación de artigos téxtiles e de pel,CPR Fillas de María Inmaculada,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Administración e xestión,Servizos administrativos,CPR Mendiño,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Informática e comunicacións,Informática e comunicacións,CPR Plurilingüe Padre Míguez,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Informática e comunicacións,Informática e comunicacións,CPR Plurilingüe San José de la Guía,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Informática e comunicacións,Informática de oficina,CPR Plurilingüe San Miguel 2,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Informática e comunicacións,Informática e comunicacións,CPR Plurilingüe San Miguel 2,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Electricidade e electrónica,Electricidade e electrónica,CPR San Miguel,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Administración e xestión,Servizos administrativos,CPR San Miguel,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Comercio e márketing,Servizos comerciais,CPR San Miguel,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Vila de Cruces,Pontevedra,FP,fp,Administración e xestión,Servizos administrativos,,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,FP,fp,Electricidade e electrónica,Electricidade e electrónica,CIFP Fontecarmoa,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,FP,fp,Industrias alimentarias,Industrias alimentarias,CIFP Fontecarmoa,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,FP,fp,Comercio e márketing,Servizos comerciais,CIFP Fontecarmoa,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vilagarcía de Arousa,Pontevedra,FP,fp,Informática e comunicacións,Informática e comunicacións,IES Armando Cotarelo Valledor,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,FP,fp,Transporte e mantemento de vehículos,Mantemento de vehículos,CIFP Ferrolterra,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Comercio e márketing,PFB de Comercio,,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,FP,fp,Administración e xestión,Servizos administrativos,,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Arteixo,A Coruña,FP,fp,Hostalaría e turismo,Cociña e restauración,IES de Sabón,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Carballo,A Coruña,FP,fp,Hostalaría e turismo,Cociña e restauración,IES Monte Neme,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Muxía,A Coruña,FP,fp,Hostalaría e turismo,Cociña e restauración,IES Ramón Caamaño,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Ribeira,A Coruña,FP,fp,Hostalaría e turismo,Cociña e restauración,CIFP Coroso,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Vilamarín,Ourense,FP,fp,Agraria,Aproveitamentos forestais,CIFP de Vilamarín,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Cariño,A Coruña,Grao Medio,fpgm,Informática e comunicacións,Sistemas microinformáticos e redes,IES Cabo Ortegal,,,,https://www.edu.xunta.gal/fp/oferta-fp
Cedeira,A Coruña,Grao Superior,fpgs,Instalación e mantemento,Mecatrónica industrial,IES Punta Candieira,,,,https://www.edu.xunta.gal/fp/oferta-fp
Cedeira,A Coruña,Grao Superior,fpgs,Electricidade e electrónica,Sistemas electrotécnicos e automatizados,IES Punta Candieira,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Servizos socioculturais e á comunidade,Atención a persoas en situación de dependencia,CIFP Ánxel Casal - Monte Alto,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Sanidade,Emerxencias sanitarias,CIFP Ánxel Casal - Monte Alto,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Sanidade,Farmacia e parafarmacia,CIFP Ánxel Casal - Monte Alto,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Sanidade,Audioloxía protésica,CIFP Ánxel Casal - Monte Alto,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Sanidade,Documentación e administración sanitarias,CIFP Ánxel Casal - Monte Alto,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Sanidade,Hixiene bucodental,CIFP Ánxel Casal - Monte Alto,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Sanidade,Laboratorio clínico e biomédico,CIFP Ánxel Casal - Monte Alto,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Imaxe e son,"Animacións 3D, xogos e contornos interactivos",CIFP Imaxe e Son,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Imaxe e son,"Iluminación, captación e tratamento de imaxe",CIFP Imaxe e Son,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Imaxe e son,Produción de audiovisuais e espectáculos,CIFP Imaxe e Son,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Imaxe e son,Realización de proxectos audiovisuais e espectáculos,CIFP Imaxe e Son,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Imaxe e son,Son para audiovisuais e espectáculos,CIFP Imaxe e Son,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Hostalaría e turismo,Cociña e gastronomía,CIFP Paseo das Pontes,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Hostalaría e turismo,Servizos en restaurante,CIFP Paseo das Pontes,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Edificación e obra civil,Cubertas e impermeabilizacións,CIFP Someso,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Transporte e mantemento de vehículos,Electromecánica de vehículos automóbiles,CIFP Someso,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,"Madeira, moble e cortiza",Instalación e amoblamento,CIFP Someso,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Imaxe persoal,Peiteado e cosmética capilar,CIFP Someso,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Fabricación mecánica,Soldadura e caldeiraría,CIFP Someso,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Imaxe persoal,Estética integral e benestar,CIFP Someso,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Química,Laboratorio de análise e de control de calidade,IES A Sardiñeira,,,,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Medio,fpgm,Instalación e mantemento,Instalacións de produción de calor,CIFP Universidade Laboral,,,,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Medio,fpgm,Instalación e mantemento,Instalacións frigoríficas e de climatización,CIFP Universidade Laboral,,,,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Enerxía e auga,Enerxías renovables,CIFP Universidade Laboral,,,,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Actividades físicas e deportivas,Ensinanza e animación sociodeportiva,CIFP Universidade Laboral,,,,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Marítimo-pesqueira,Transporte marítimo e pesca de altura,CIFP Universidade Laboral,,,,https://www.edu.xunta.gal/fp/oferta-fp
Fene,A Coruña,Grao Medio,fpgm,Instalación e mantemento,Mantemento electromecánico,IES de Fene,,,,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,Transporte e mantemento de vehículos,Electromecánica de vehículos automóbiles,CIFP Ferrolterra,,,,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,Fabricación mecánica,Fabricación de tubaxes e construcións e carpintaría metálica,CIFP Ferrolterra,,,,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,Fabricación mecánica,Montaxe de instalacións de tubaxes e construcións e carpintaría metálica,CIFP Ferrolterra,,,,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Fabricación mecánica,Programación da produción en fabricación mecánica,CIFP Ferrolterra,,,,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Electricidade e electrónica,Sistemas electrotécnicos e automatizados,CIFP Ferrolterra,,,,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,Sanidade,Emerxencias sanitarias,CIFP Leixa,,,,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Sanidade,Hixiene bucodental,CIFP Leixa,,,,https://www.edu.xunta.gal/fp/oferta-fp
Pontedeume,A Coruña,Grao Medio,fpgm,Hostalaría e turismo,Cociña e gastronomía,CIFP Fraga do Eume,,,,https://www.edu.xunta.gal/fp/oferta-fp
Pontedeume,A Coruña,Grao Medio,fpgm,Hostalaría e turismo,Repostaría en restauración,CIFP Fraga do Eume,,,,https://www.edu.xunta.gal/fp/oferta-fp
Ribeira,A Coruña,Grao Medio,fpgm,Instalación e mantemento,Instalacións frigoríficas e de climatización,CIFP Coroso,,,,https://www.edu.xunta.gal/fp/oferta-fp
Ribeira,A Coruña,Grao Superior,fpgs,Industrias alimentarias,Control de calidade na industria alimentaria,CIFP Coroso,,,,https://www.edu.xunta.gal/fp/oferta-fp
Ribeira,A Coruña,Grao Superior,fpgs,Industrias alimentarias,Xestión loxística e comercial na industria alimentaria,CIFP Coroso,,,,https://www.edu.xunta.gal/fp/oferta-fp
Santiago de Compostela,A Coruña,Grao Medio,fpgm,Servizos socioculturais e á comunidade,Atención a persoas en situación de dependencia,CIFP Compostela,,,,https://www.edu.xunta.gal/fp/oferta-fp
Santiago de Compostela,A Coruña,Grao Medio,fpgm,Hostalaría e turismo,Cociña e gastronomía,CIFP Compostela,,,,https://www.edu.xunta.gal/fp/oferta-fp
Santiago de Compostela,A Coruña,Grao Superior,fpgs,Artes gráficas,Deseño e xestión da produción gráfica,CIFP Compostela,,,,https://www.edu.xunta.gal/fp/oferta-fp
Santiago de Compostela,A Coruña,Grao Superior,fpgs,Hostalaría e turismo,Dirección de cociña,CIFP Compostela,,,,https://www.edu.xunta.gal/fp/oferta-fp
Santiago de Compostela,A Coruña,Grao Medio,fpgm,Fabricación mecánica,Montaxe de instalacións de tubaxes e construcións e carpintaría metálica,CIFP Politécnico de Santiago,,,,https://www.edu.xunta.gal/fp/oferta-fp
Santiago de Compostela,A Coruña,Grao Superior,fpgs,Química,Laboratorio de análise e de control de calidade,CIFP Politécnico de Santiago,,,,https://www.edu.xunta.gal/fp/oferta-fp
Santiago de Compostela,A Coruña,Grao Superior,fpgs,Agraria,Xestión forestal e do medio natural,CIFP Santiago,,,,https://www.edu.xunta.gal/fp/oferta-fp
Santiago de Compostela,A Coruña,Grao Medio,fpgm,Imaxe e son,Vídeo disc-jockey e son,IES Arcebispo Xelmírez I,,,,https://www.edu.xunta.gal/fp/oferta-fp
Santiago de Compostela,A Coruña,Grao Medio,fpgm,Sanidade,Emerxencias sanitarias,IES Lamas de Abade,,,,https://www.edu.xunta.gal/fp/oferta-fp
Santiago de Compostela,A Coruña,Grao Superior,fpgs,Sanidade,Laboratorio clínico e biomédico,IES Lamas de Abade,,,,https://www.edu.xunta.gal/fp/oferta-fp
Foz,Lugo,Grao Medio,fpgm,Hostalaría e turismo,Cociña e gastronomía,IES de Foz,,,,https://www.edu.xunta.gal/fp/oferta-fp
Monforte de Lemos,Lugo,Grao Superior,fpgs,Administración e xestión,Asistencia á dirección,IES A Pinguela,,,,https://www.edu.xunta.gal/fp/oferta-fp
Monforte de Lemos,Lugo,Grao Superior,fpgs,Hostalaría e turismo,"Guía, información e asistencia turísticas",IES Río Cabe,,,,https://www.edu.xunta.gal/fp/oferta-fp
Outeiro de Rei,Lugo,Grao Medio,fpgm,"Madeira, moble e cortiza",Carpintaría e moble,EPAPU de Bonxe,,,,https://www.edu.xunta.gal/fp/oferta-fp
Ribadeo,Lugo,Grao Medio,fpgm,Edificación e obra civil,"Obras de interior, decoración e rehabilitación",CIFP Porta da Auga,,,,https://www.edu.xunta.gal/fp/oferta-fp
Ribadeo,Lugo,Grao Medio,fpgm,Transporte e mantemento de vehículos,"Preparación, protección e embelecemento de superficies de carrozarías",CIFP Porta da Auga,,,,https://www.edu.xunta.gal/fp/oferta-fp
Ribadeo,Lugo,Grao Superior,fpgs,Electricidade e electrónica,Sistemas electrotécnicos e automatizados,CIFP Porta da Auga,,,,https://www.edu.xunta.gal/fp/oferta-fp
Sarria,Lugo,Grao Superior,fpgs,Electricidade e electrónica,Sistemas de telecomunicacións e informáticos,IES Gregorio Fernández,,,,https://www.edu.xunta.gal/fp/oferta-fp
Viveiro,Lugo,Grao Medio,fpgm,Administración e xestión,Xestión administrativa,IES María Sarmiento,,,,https://www.edu.xunta.gal/fp/oferta-fp
O Barco de Valdeorras,Ourense,Grao Medio,fpgm,Servizos socioculturais e á comunidade,Atención a persoas en situación de dependencia,IES Lauro Olmo,,,,https://www.edu.xunta.gal/fp/oferta-fp
Carballeda de Valdeorras,Ourense,Grao Medio,fpgm,Edificación e obra civil,Construción,IES Sección de Sobradelo-Carballeda,,,,https://www.edu.xunta.gal/fp/oferta-fp
Viana do Bolo,Ourense,Grao Medio,fpgm,Servizos socioculturais e á comunidade,Atención a persoas en situación de dependencia,IES Carlos Casares,,,,https://www.edu.xunta.gal/fp/oferta-fp
A Lama,Pontevedra,Grao Medio,fpgm,Fabricación mecánica,Soldadura e caldeiraría,,,,,https://www.edu.xunta.gal/fp/oferta-fp
Marín,Pontevedra,Grao Medio,fpgm,Informática e comunicacións,Sistemas microinformáticos e redes,IES Chan do Monte,,,,https://www.edu.xunta.gal/fp/oferta-fp
Marín,Pontevedra,Grao Superior,fpgs,Informática e comunicacións,Desenvolvemento de aplicacións web,IES Chan do Monte,,,,https://www.edu.xunta.gal/fp/oferta-fp
Nigrán,Pontevedra,Grao Medio,fpgm,Administración e xestión,Xestión administrativa,IES Escolas Proval,,,,https://www.edu.xunta.gal/fp/oferta-fp
Ponteareas,Pontevedra,Grao Superior,fpgs,Agraria,Paisaxismo e medio rural,CIFP A Granxa,,,,https://www.edu.xunta.gal/fp/oferta-fp
Ponteareas,Pontevedra,Grao Superior,fpgs,Industrias alimentarias,Procesos e calidade na industria alimentaria,CIFP A Granxa,,,,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,Grao Medio,fpgm,Servizos socioculturais e á comunidade,Atención a persoas en situación de dependencia,IES de Chapela,,,,https://www.edu.xunta.gal/fp/oferta-fp
Redondela,Pontevedra,Grao Medio,fpgm,Sanidade,Farmacia e parafarmacia,IES de Chapela,,,,https://www.edu.xunta.gal/fp/oferta-fp
Valga,Pontevedra,Grao Medio,fpgm,Fabricación mecánica,Soldadura e caldeiraría,IES Plurilingüe de Valga,,,,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Imaxe e son,"Iluminación, captación e tratamento de imaxe",CIFP Audiovisual de Vigo,,,,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Imaxe e son,Produción de audiovisuais e espectáculos,CIFP Audiovisual de Vigo,,,,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Superior,fpgs,Imaxe e son,Realización de proxectos audiovisuais e espectáculos,CIFP Audiovisual de Vigo,,,,https://www.edu.xunta.gal/fp/oferta-fp
Vigo,Pontevedra,Grao Medio,fpgm,Instalación e mantemento,Mantemento electromecánico,CIFP de Coia,,,,https://www.edu.xunta.gal/fp/oferta-fp
