Tipo,Nivel,Modalidade,Provincia,Localidade,Centro_ou_sede,Enderezo_para_Google,Universidade,Campus,Familia_ou_rama,Codigo_estudo,Nome_do_estudo,Prazas,Fonte
FP,FP,FP básica,Lugo,Foz,IES de Foz,"IES de Foz, Foz, Lugo, Galicia, España",,,Hostalaría e turismo,D1HOT001100,Cociña e restauración,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Foz,IES de Foz,"IES de Foz, Foz, Lugo, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Guitiriz,IES Poeta Díaz Castro,"IES Poeta Díaz Castro, Guitiriz, Lugo, Galicia, España",,,Fabricación mecánica,D1FME001100,Fabricación e montaxe,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Comercio e márketing,D1COM001100,Servizos comerciais,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP Politécnico de Lugo,"CIFP Politécnico de Lugo, CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,"Madeira, moble e cortiza",D1MAM001100,Carpintaría e moble,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP Politécnico de Lugo,"CIFP Politécnico de Lugo, CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP Politécnico de Lugo,"CIFP Politécnico de Lugo, CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Fabricación mecánica,D1FME001100,Fabricación e montaxe,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Muralla Romana,"IES Muralla Romana, CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Muralla Romana,"IES Muralla Romana, CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Imaxe persoal,D1IMP001100,Peiteado e estética,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Sanxillao,"IES Sanxillao, CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Hostalaría e turismo,D1HOT001100,Cociña e restauración,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CPR Plurilingüe Divino Maestro,"CPR Plurilingüe Divino Maestro, CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Mondoñedo,Mondoñedo,"Mondoñedo, Mondoñedo, Lugo, Galicia, España",,,Agraria,D1AGA001100,Agroxardinaría e composicións florais,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Monforte de Lemos,IES A Pinguela,"IES A Pinguela, Monforte de Lemos, Lugo, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Monforte de Lemos,IES A Pinguela,"IES A Pinguela, Monforte de Lemos, Lugo, Galicia, España",,,"Téxtil, confección e pel",D1TCP001200,Tapizaría e cortinaxe,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Monforte de Lemos,IES Francisco Daviña Rey,"IES Francisco Daviña Rey, Monforte de Lemos, Lugo, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Monforte de Lemos,IES Francisco Daviña Rey,"IES Francisco Daviña Rey, Monforte de Lemos, Lugo, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Monterroso,IES de Monterroso,"IES de Monterroso, Monterroso, Lugo, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Palas de Rei,IES do Camiño,"IES do Camiño, Palas de Rei, Lugo, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,A Pontenova,IES Enrique Muruais,"IES Enrique Muruais, A Pontenova, Lugo, Galicia, España",,,Fabricación mecánica,D1FME001100,Fabricación e montaxe,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP Porta da Auga,"CIFP Porta da Auga, CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP Porta da Auga,"CIFP Porta da Auga, CPR, EFAG: Centro privado coas ensinanzas concertadas., Lugo, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Sarria,IES Gregorio Fernández,"IES Gregorio Fernández, Sarria, Lugo, Galicia, España",,,Fabricación mecánica,D1FME001100,Fabricación e montaxe,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Sarria,IES Gregorio Fernández,"IES Gregorio Fernández, Sarria, Lugo, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Vilalba,IES Lois Peña Novo,"IES Lois Peña Novo, Vilalba, Lugo, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Vilalba,IES Lois Peña Novo,"IES Lois Peña Novo, Vilalba, Lugo, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Viveiro,IES María Sarmiento,"IES María Sarmiento, Viveiro, Lugo, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Viveiro,IES María Sarmiento,"IES María Sarmiento, Viveiro, Lugo, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,Bande,IES Aquis Querquernis,"IES Aquis Querquernis, Bande, Ourense, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,O Barco de Valdeorras,IES Lauro Olmo,"IES Lauro Olmo, O Barco de Valdeorras, Ourense, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,O Barco de Valdeorras,IES Lauro Olmo,"IES Lauro Olmo, O Barco de Valdeorras, Ourense, Galicia, España",,,Imaxe persoal,D1IMP001100,Peiteado e estética,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,Carballeda de Valdeorras,IES Sección de Sobradelo-Carballeda,"IES Sección de Sobradelo-Carballeda, Carballeda de Valdeorras, Ourense, Galicia, España",,,Edificación e obra civil,D1EOC001100,Reforma e mantemento de edificios,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,O Carballiño,IES Manuel Chamoso Lamas,"IES Manuel Chamoso Lamas, O Carballiño, Ourense, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,O Carballiño,IES Manuel Chamoso Lamas,"IES Manuel Chamoso Lamas, O Carballiño, Ourense, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,Celanova,IES Celanova Celso Emilio Ferreiro,"IES Celanova Celso Emilio Ferreiro, Celanova, Ourense, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,Celanova,IES Celanova Celso Emilio Ferreiro,"IES Celanova Celso Emilio Ferreiro, Celanova, Ourense, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,Maceda,IES San Mamede,"IES San Mamede, Maceda, Ourense, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Julio Prieto Nespereira,"IES Julio Prieto Nespereira, CPR, EFAG: Centro privado coas ensinanzas concertadas., Ourense, Galicia, España",,,Fabricación mecánica,D1FME001100,Fabricación e montaxe,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Universidade Laboral,"IES Universidade Laboral, CPR, EFAG: Centro privado coas ensinanzas concertadas., Ourense, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Universidade Laboral,"IES Universidade Laboral, CPR, EFAG: Centro privado coas ensinanzas concertadas., Ourense, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CPR Ramón María del Valle- Inclán,"CPR Ramón María del Valle- Inclán, CPR, EFAG: Centro privado coas ensinanzas concertadas., Ourense, Galicia, España",,,Edificación e obra civil,D1EOC001100,Reforma e mantemento de edificios,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CPR Ramón María del Valle- Inclán,"CPR Ramón María del Valle- Inclán, CPR, EFAG: Centro privado coas ensinanzas concertadas., Ourense, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CPR San Martín,"CPR San Martín, CPR, EFAG: Centro privado coas ensinanzas concertadas., Ourense, Galicia, España",,,Informática e comunicacións,D1IFC001100,Informática e comunicacións,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CPR San Martín,"CPR San Martín, CPR, EFAG: Centro privado coas ensinanzas concertadas., Ourense, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CPR Santo Cristo,"CPR Santo Cristo, CPR, EFAG: Centro privado coas ensinanzas concertadas., Ourense, Galicia, España",,,Imaxe persoal,D1IMP001100,Peiteado e estética,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,A Pobra de Trives,IES Xermán Ancochea Quevedo,"IES Xermán Ancochea Quevedo, A Pobra de Trives, Ourense, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,Ribadavia,IES O Ribeiro,"IES O Ribeiro, Ribadavia, Ourense, Galicia, España",,,Industrias alimentarias,D1INA001100,Industrias alimentarias,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,Ribadavia,IES O Ribeiro,"IES O Ribeiro, Ribadavia, Ourense, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,A Rúa,IES Cosme López Rodríguez,"IES Cosme López Rodríguez, A Rúa, Ourense, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,Verín,IES García-Barbón,"IES García-Barbón, Verín, Ourense, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,Verín,IES García-Barbón,"IES García-Barbón, Verín, Ourense, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,Viana do Bolo,IES Carlos Casares,"IES Carlos Casares, Viana do Bolo, Ourense, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,Vilamarín,CIFP de Vilamarín,"CIFP de Vilamarín, Vilamarín, Ourense, Galicia, España",,,Hostalaría e turismo,D1HOT001300,Actividades de panadaría e pastelaría,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,Vilamarín,CIFP de Vilamarín,"CIFP de Vilamarín, Vilamarín, Ourense, Galicia, España",,,Agraria,D1AGA001300,Aproveitamentos forestais,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,"CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas.","CPR, EFAG: Centro privado coas ensinanzas concertadas., CPR, EFAG: Centro privado coas ensinanzas concertadas., Ourense, Galicia, España",,,Hostalaría e turismo,D1HOT001100,Cociña e restauración,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,Xinzo de Limia,IES Cidade de Antioquía,"IES Cidade de Antioquía, Xinzo de Limia, Ourense, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Ourense,Xinzo de Limia,IES Lagoa de Antela,"IES Lagoa de Antela, Xinzo de Limia, Ourense, Galicia, España",,,Hostalaría e turismo,D1HOT001100,Cociña e restauración,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Pontevedra,Baiona,IES Primeiro de Marzo,"IES Primeiro de Marzo, Baiona, Pontevedra, Galicia, España",,,Servizos socioculturais e á comunidade,D1SSC001100,Actividades domésticas e limpeza de edificios,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Pontevedra,Bueu,IES Johan Carballeira,"IES Johan Carballeira, Bueu, Pontevedra, Galicia, España",,,Marítimo-pesqueira,D1MAP001100,Actividades marítimo-pesqueiras,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Pontevedra,Bueu,IES Johan Carballeira,"IES Johan Carballeira, Bueu, Pontevedra, Galicia, España",,,Fabricación mecánica,D1FME001100,Fabricación e montaxe,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Pontevedra,Bueu,IES Johan Carballeira,"IES Johan Carballeira, Bueu, Pontevedra, Galicia, España",,,Imaxe persoal,D1IMP001100,Peiteado e estética,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Pontevedra,Cambados,IES Francisco Asorey,"IES Francisco Asorey, Cambados, Pontevedra, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Pontevedra,Cambados,IES Francisco Asorey,"IES Francisco Asorey, Cambados, Pontevedra, Galicia, España",,,Agraria,D1AGA001100,Agroxardinaría e composicións florais,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Pontevedra,Cambados,IES Francisco Asorey,"IES Francisco Asorey, Cambados, Pontevedra, Galicia, España",,,Imaxe persoal,D1IMP001100,Peiteado e estética,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Pontevedra,Cangas,IES de Rodeira,"IES de Rodeira, Cangas, Pontevedra, Galicia, España",,,Comercio e márketing,D1COM001100,Servizos comerciais,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Pontevedra,A Cañiza,IES da Cañiza,"IES da Cañiza, A Cañiza, Pontevedra, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Pontevedra,A Cañiza,IES da Cañiza,"IES da Cañiza, A Cañiza, Pontevedra, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
